,0
234,-16.62679426
235,21.6828479
236,62.39886731
237,18.30501618
238,55.42071197
239,28.84304207
240,21.23786408
241,39.5631068
242,0.0
243,5.501618123
244,59.00080906
245,20.99514563
246,39.17880259
247,47.3907767
248,0.0
249,58.61650485
250,50.08090615
251,0.0
252,85.55825243
253,84.12216828
254,-92.10526316
255,14.17880259
256,56.97815534
257,39.88673139
258,87.3381877
259,9.607605178
260,18.30501618
261,-76.03668262
262,0.0
263,72.91666667
264,21.197411
265,0.0
266,98.13915858
267,98.78640777
268,60.51779935
269,48.24029126
270,27.0631068
271,42.75889968
272,23.68527508
273,20.99514563
274,-16.62679426
275,72.16828479
276,-93.38118022
277,-99.76076555
278,-71.09250399
279,-16.62679426
280,0.0
281,-83.25358852
282,0.0
283,0.0
284,0.0
285,60.052589
286,15.14967638
287,47.3907767
288,75.58656958
289,9.607605178
290,84.80987055
291,78.27669903
292,0.0
293,0.0
294,-77.67145136
295,0.0
296,97.04692557
297,73.60436893
298,75.80906149
299,93.28478964
300,55.42071197
301,0.0
302,0.0
303,1.051779935
304,0.0
305,30.96682848
306,0.0
307,50.08090615
308,71.197411
309,87.84385113
310,9.607605178
311,44.66019417
312,46.25809061
313,-16.62679426
314,-74.16267943
315,30.96682848
316,69.19498382
317,0.0
318,87.41909385
319,97.9368932
320,0.0
321,20.71197411
322,88.22815534
323,-63.55661882
324,75.84951456
325,-73.16586922
326,-97.84688995
327,90.29126214
328,13.87540453
329,62.52022654
330,2.973300971
331,-92.18500797
332,51.45631068
333,58.37378641
334,94.17475728
335,-68.97926635
336,57.60517799
337,1.152912621
338,0.0
339,-16.62679426
340,73.50323625
341,-16.62679426
342,0.0
343,-48.0861244
344,69.70064725
345,39.48220065
346,89.13834951
347,95.02427184
348,96.72330097
349,98.94822006
350,92.51618123
351,87.58090615
352,37.68203883
353,14.48220065
354,96.88511327
355,81.25
356,9.607605178
357,0.0
358,69.57928803
359,26.13268608
360,30.96682848
361,78.94417476
362,-48.0861244
363,20.63106796
364,48.50323625
365,89.52265372
366,0.0
367,89.48220065
368,56.43203883
369,87.74271845
370,9.607605178
371,66.44417476
372,-77.67145136
373,89.13834951
374,51.65857605
375,0.0
376,86.40776699
377,0.910194175
378,9.607605178
379,86.91343042
380,-200.0
381,15.14967638
382,-200.0
383,2.973300971
384,-16.62679426
385,40.00809061
386,14.36084142
387,-16.62679426
388,-16.62679426
389,-16.62679426
390,-81.57894737
391,-200.0
392,-200.0
393,3.721682848
394,-48.0861244
395,-200.0
396,-16.62679426
397,-200.0
398,-200.0
399,-200.0
400,-200.0
401,97.12783172
402,-200.0
403,25.95064725
404,-74.16267943
405,-200.0
406,-200.0
407,26.94174757
408,-16.62679426
409,95.22653722
410,2.508090615
411,-200.0
412,-200.0
413,-200.0
414,-200.0
415,-81.93779904
416,-48.0861244
417,-16.62679426
418,-200.0
419,1.395631068
420,-200.0
421,89.58333333
422,-200.0
423,40.19012945
424,-16.62679426
425,-16.62679426
426,89.64401294
427,71.60194175
428,97.85598706
429,73.76618123
430,31.22977346
431,48.86731392
432,80.13754045
433,-200.0
434,-16.62679426
435,-48.0861244
436,-200.0
437,-200.0
438,-200.0
439,-16.62679426
440,-200.0
441,0.0
442,-16.62679426
443,-200.0
444,33.39401294
445,-48.0861244
446,-93.62041467
447,-200.0
448,-200.0
449,-16.62679426
450,-84.05103668
451,43.46682848
452,-68.97926635
453,49.31229773
454,26.51699029
455,31.59385113
456,0.0
457,-200.0
458,-16.62679426
459,-48.0861244
460,-200.0
461,-200.0
462,-200.0
463,-200.0
464,-16.62679426
465,-85.40669856
466,2.265372168
467,-200.0
468,-200.0
469,-84.80861244
470,0.0
471,-74.16267943
472,-48.0861244
473,-95.37480064
474,-16.62679426
475,51.61812298
476,-48.0861244
477,-94.25837321
478,-48.0861244
479,-48.0861244
480,-200.0
481,-16.62679426
482,61.20550162
483,9.607605178
484,23.68527508
485,-48.0861244
486,-16.62679426
487,1.395631068
488,82.68608414
489,-80.62200957
490,-63.9553429
491,-66.18819777
492,-200.0
493,-200.0
494,30.66343042
495,-200.0
496,-200.0
497,-200.0
498,-16.62679426
499,-16.62679426
500,-85.16746411
501,-73.16586922
502,0.0
503,15.14967638
504,-200.0
505,78.37783172
506,-89.55342903
507,-92.62360447
508,14.78559871
509,-98.24561404
510,9.607605178
511,-96.57097289
512,-200.0
513,14.17880259
514,-48.0861244
515,-200.0
516,0.0
517,-16.62679426
518,-200.0
519,-48.0861244
520,9.607605178
521,-77.67145136
522,-200.0
523,-48.0861244
524,-200.0
525,94.4579288
526,-200.0
527,51.29449838
528,-64.03508772
529,31.71521036
530,95.99514563
531,-200.0
532,-200.0
533,-200.0
534,-200.0
535,-68.97926635
536,-200.0
537,-67.10526316
538,20.38834951
539,30.60275081
540,68.77022654
541,3.640776699
542,-200.0
543,-16.62679426
544,-79.18660287
545,-200.0
546,81.83656958
547,42.92071197
548,-64.27432217
549,-200.0
550,50.88996764
551,-200.0
552,56.47249191
553,-90.98883573
554,-200.0
555,-48.0861244
556,86.77184466
557,-200.0
558,-79.42583732
559,-16.62679426
560,-86.72248804
561,-200.0
562,-95.85326954
563,15.77669903
564,60.31553398
565,23.68527508
566,-48.0861244
567,0.0
568,46.25809061
569,21.29854369
570,89.0776699
571,85.5987055
572,91.10032362
573,30.7038835
574,-48.0861244
575,-16.62679426
576,20.46925566
577,-200.0
578,-16.62679426
579,83.98058252
580,9.607605178
581,-200.0
582,2.265372168
583,-200.0
584,-200.0
585,35.51779935
586,-16.62679426
587,56.14886731
588,3.398058252
589,-67.10526316
590,14.66423948
591,-79.98405104
592,-48.0861244
593,42.63754045
594,-16.62679426
595,84.87055016
596,-92.98245614
597,48.0987055
598,-87.87878788
599,9.607605178
600,-200.0
601,9.607605178
602,9.607605178
603,-16.62679426
604,9.607605178
605,26.21359223
606,-200.0
607,0.0
608,25.95064725
609,-48.0861244
610,-200.0
611,-16.62679426
612,4.368932039
613,0.0
614,-98.00637959
615,2.973300971
616,-16.62679426
617,-91.86602871
618,-95.215311
619,-97.1291866
620,20.30744337
621,-200.0
622,45.83333333
623,-98.40510367
624,-200.0
625,4.368932039
626,-84.52950558
627,-200.0
628,5.076860841
629,15.14967638
630,5.663430421
631,-200.0
632,-200.0
633,-200.0
634,0.242718447
635,-73.16586922
636,9.607605178
637,-96.6507177
638,-200.0
639,9.607605178
640,-75.15948963
641,-16.62679426
642,5.562297735
643,-16.62679426
644,-48.0861244
645,-97.28867624
646,-200.0
647,9.607605178
648,-83.73205742
649,9.607605178
650,-63.63636364
651,9.607605178
652,23.68527508
653,-200.0
654,0.0
655,-200.0
656,-97.44816587
657,-16.62679426
658,4.368932039
659,-200.0
660,-16.62679426
661,-200.0
662,0.0
663,9.607605178
664,9.607605178
665,-200.0
666,-200.0
667,-200.0
668,-95.6539075
669,-200.0
670,-16.62679426
671,-95.29505582
672,-63.39712919
673,-200.0
674,-200.0
675,-200.0
676,-16.62679426
677,-16.62679426
678,-76.03668262
679,-78.62838915
680,-200.0
681,-74.16267943
682,-71.09250399
683,-200.0
684,-73.16586922
685,-16.62679426
686,-200.0
687,-16.62679426
688,-16.62679426
689,-87.32057416
690,13.91585761
691,-48.0861244
692,-200.0
693,-88.91547049
694,60.19417476
695,-200.0
696,-200.0
697,-200.0
698,-200.0
699,67.67799353
700,-65.23125997
701,-200.0
702,4.368932039
703,0.242718447
704,-200.0
705,-71.09250399
706,-16.62679426
707,48.4223301
708,-200.0
709,84.06148867
710,-200.0
711,9.607605178
712,-48.0861244
713,80.98705502
714,95.30744337
715,92.31391586
716,-79.98405104
717,-200.0
718,1.941747573
719,-200.0
720,-48.0861244
721,-16.62679426
722,54.04530744
723,39.76537217
724,-67.10526316
725,-16.62679426
726,-63.07814992
727,-16.62679426
728,93.12297735
729,-48.0861244
730,-48.0861244
731,-87.40031898
732,-200.0
733,-200.0
734,-65.23125997
735,-16.62679426
736,2.973300971
737,-16.62679426
738,-84.05103668
739,-48.0861244
740,-16.62679426
741,-67.10526316
742,-73.16586922
743,-16.62679426
744,-88.99521531
745,-16.62679426
746,-16.62679426
747,9.607605178
748,-200.0
749,-48.0861244
750,5.076860841
751,0.242718447
752,-200.0
753,-48.0861244
754,-97.76714514
755,-76.31578947
756,43.0420712
757,31.51294498
758,-82.41626794
759,-16.62679426
760,-16.62679426
761,-76.79425837
762,-200.0
763,-200.0
764,-71.09250399
765,-200.0
766,-200.0
767,63.63268608
768,13.55177994
769,-200.0
770,-74.16267943
771,-200.0
772,60.84142395
773,-16.62679426
774,-65.23125997
775,-16.62679426
776,-200.0
777,-200.0
778,27.14401294
779,2.973300971
780,-79.98405104
781,36.06391586
782,97.08737864
783,13.67313916
784,92.15210356
785,45.99514563
786,94.9433657
787,-76.03668262
788,-200.0
789,82.52427184
790,-48.0861244
791,-200.0
792,-200.0
793,-200.0
794,-63.39712919
795,-200.0
796,-200.0
797,-200.0
798,-16.62679426
799,-200.0
800,55.42071197
801,4.368932039
802,-200.0
803,-200.0
804,-200.0
805,-200.0
806,-200.0
807,96.46035599
808,-200.0
809,-16.62679426
810,-200.0
811,-48.0861244
812,-48.0861244
813,-200.0
814,92.23300971
815,-16.62679426
816,-65.23125997
817,-65.23125997
818,30.48139159
819,-98.64433812
820,-89.07496013
821,2.548543689
822,-82.85486443
823,-16.62679426
824,-16.62679426
825,-200.0
826,80.90614887
827,58.87944984
828,0.0
829,61.85275081
830,-16.62679426
831,-16.62679426
832,0.0
833,-16.62679426
834,5.339805825
835,88.95631068
836,25.7079288
837,-71.09250399
838,-16.62679426
839,62.29773463
840,14.17880259
841,0.242718447
842,-16.62679426
843,-200.0
844,21.64239482
845,-73.16586922
846,-200.0
847,-16.62679426
848,-200.0
849,0.0
850,-86.60287081
851,0.0
852,41.26213592
853,58.29288026
854,-16.62679426
855,-200.0
856,-86.12440191
857,-200.0
858,-48.0861244
859,51.9012945
860,56.55339806
861,-200.0
862,3.640776699
863,40.04854369
864,-200.0
865,-48.0861244
866,-48.0861244
867,-16.62679426
868,-200.0
869,89.27993528
870,1.739482201
871,69.66019417
872,88.79449838
873,15.65533981
874,-16.62679426
875,23.68527508
876,-200.0
877,0.566343042
878,-200.0
879,-48.0861244
880,-85.72567783
881,-16.62679426
882,-16.62679426
883,-16.62679426
884,-76.79425837
885,88.28883495
886,9.607605178
887,16.20145631
888,-200.0
889,0.0
890,-200.0
891,91.74757282
892,-48.0861244
893,-65.23125997
894,-16.62679426
895,-91.94577352
896,-16.62679426
897,61.93365696
898,-200.0
899,-48.0861244
900,0.0
901,-200.0
902,-200.0
903,56.59385113
904,4.368932039
905,-200.0
906,-93.85964912
907,25.95064725
908,-68.97926635
909,1.739482201
910,-16.62679426
911,-200.0
912,-96.29186603
913,-48.0861244
914,26.51699029
915,16.01941748
916,51.09223301
917,51.7394822
918,31.99838188
919,-200.0
920,43.16343042
921,-200.0
922,0.0
923,-200.0
924,53.92394822
925,96.15695793
926,54.12621359
927,-83.41307815
928,71.6828479
929,-200.0
930,-16.62679426
931,-200.0
932,83.65695793
933,0.485436893
934,-89.31419458
935,-92.62360447
936,-200.0
937,-16.62679426
938,98.05825243
939,-80.62200957
940,27.18446602
941,0.687702265
942,28.84304207
943,9.607605178
944,61.20550162
945,1.152912621
946,-16.62679426
947,0.0
948,-85.84529506
949,-16.62679426
950,98.82686084
951,0.0
952,98.62459547
953,89.84627832
954,0.0
955,9.607605178
956,0.0
957,75.58656958
958,73.4223301
959,9.607605178
960,0.0
961,-200.0
962,-83.73205742
963,-76.79425837
964,-200.0
965,-200.0
966,-200.0
967,-200.0
968,68.85113269
969,-48.0861244
970,-68.97926635
971,-81.2599681
972,0.0
973,-63.79585327
974,73.50323625
975,-16.62679426
976,-200.0
977,-16.62679426
978,69.6197411
979,-200.0
980,42.59708738
981,4.368932039
982,14.4012945
983,54.36893204
984,-67.10526316
985,0.242718447
986,-78.62838915
987,-94.05901116
988,-78.62838915
989,-200.0
990,-200.0
991,15.14967638
992,60.67961165
993,-48.0861244
994,13.95631068
995,-16.62679426
996,-200.0
997,-78.62838915
998,0.0
999,0.0
1000,0.0
1001,-200.0
1002,-75.15948963
1003,50.08090615
1004,9.607605178
1005,9.607605178
1006,28.84304207
1007,69.19498382
1008,37.68203883
1009,18.30501618
1010,0.0
1011,70.77265372
1012,63.08656958
1013,18.30501618
1014,41.26213592
1015,86.40776699
1016,-16.62679426
1017,89.36084142
1018,-48.0861244
1019,-48.0861244
1020,92.67799353
1021,-91.50717703
1022,0.0
1023,-96.88995215
1024,0.242718447
1025,-95.13556619
1026,87.25728155
1027,-200.0
1028,-16.62679426
1029,-65.23125997
1030,-92.34449761
1031,31.83656958
1032,35.63915858
1033,-200.0
1034,-65.23125997
1035,15.9789644
1036,31.91747573
1037,42.5566343
1038,-200.0
1039,-200.0
1040,81.7961165
1041,14.52265372
1042,32.20064725
1043,-90.66985646
1044,34.83009709
1045,4.368932039
1046,21.74352751
1047,-200.0
1048,-82.41626794
1049,-200.0
1050,-82.41626794
1051,9.607605178
1052,1.739482201
1053,-16.62679426
1054,15.51375405
1055,9.607605178
1056,18.30501618
1057,0.0
1058,15.77669903
1059,-64.15470494
1060,67.61731392
1061,-16.62679426
1062,-91.78628389
1063,-82.85486443
1064,30.96682848
1065,9.607605178
1066,0.0
1067,5.339805825
1068,-200.0
1069,-68.97926635
1070,-99.12280702
1071,-95.93301435
1072,-92.50398724
1073,-200.0
1074,-48.0861244
1075,87.98543689
1076,-200.0
1077,-68.97926635
1078,-200.0
1079,-200.0
1080,18.30501618
1081,-200.0
1082,-99.84051037
1083,45.87378641
1084,20.79288026
1085,-93.30143541
1086,-96.96969697
1087,35.03236246
1088,-200.0
1089,-92.42424242
1090,-97.92663477
1091,-98.5645933
1092,-95.05582137
1093,-92.02551834
1094,-98.88357257
1095,0.0
1096,-200.0
1097,-48.0861244
1098,-75.75757576
1099,-200.0
1100,51.33495146
1101,-200.0
1102,18.30501618
1103,-100.0
1104,-48.0861244
1105,-200.0
1106,-16.62679426
1107,0.0
1108,-97.36842105
1109,-48.0861244
1110,15.77669903
1111,21.44012945
1112,30.96682848
1113,-48.0861244
1114,0.0
1115,-16.62679426
1116,0.0
1117,39.03721683
1118,61.89320388
1119,16.302589
1120,35.96278317
1121,4.368932039
1122,9.607605178
1123,0.0
1124,37.68203883
1125,16.05987055
1126,-16.62679426
1127,9.607605178
1128,9.607605178
1129,18.30501618
1130,-200.0
1131,-200.0
1132,30.42071197
1133,-200.0
1134,-75.59808612
1135,-72.72727273
1136,0.0
1137,0.0
1138,-99.44178628
1139,-99.5215311
1140,-48.0861244
1141,-79.58532695
1142,-16.62679426
1143,0.0
1144,0.0
1145,-200.0
1146,-82.41626794
1147,0.970873786
1148,-89.87240829
1149,-48.0861244
1150,-16.62679426
1151,-16.62679426
1152,18.30501618
1153,-16.62679426
1154,-86.72248804
1155,71.15695793
1156,48.54368932
1157,-48.0861244
1158,62.45954693
1159,-200.0
1160,-86.523126
1161,-86.84210526
1162,25.60679612
1163,48.38187702
1164,-48.0861244
1165,-200.0
1166,-16.62679426
1167,-68.97926635
1168,-48.0861244
1169,18.30501618
1170,-16.62679426
1171,-200.0
1172,94.49838188
1173,-81.65869219
1174,-16.62679426
1175,25.5461165
1176,-90.27113238
1177,76.21359223
1178,37.68203883
1179,81.63430421
1180,-200.0
1181,-48.0861244
1182,-200.0
1183,-75.67783094
1184,0.0
1185,81.51294498
1186,-200.0
1187,31.55339806
1188,-71.09250399
1189,-83.73205742
1190,-200.0
1191,48.66504854
1192,0.0
1193,-90.74960128
1194,76.98220065
1195,56.35113269
1196,0.0
1197,0.0
1198,-67.10526316
1199,26.21359223
1200,95.34789644
1201,41.26213592
1202,-16.62679426
1203,44.66019417
1204,55.42071197
1205,96.46035599
1206,33.39401294
1207,88.57200647
1208,9.607605178
1209,-81.2599681
1210,-93.77990431
1211,65.85760518
1212,-200.0
1213,0.0
1214,-16.62679426
1215,-88.23763955
1216,-200.0
1217,-16.62679426
1218,56.87702265
1219,-91.14832536
1220,-80.62200957
1221,-48.0861244
1222,-71.09250399
1223,-16.62679426
1224,-48.0861244
1225,-16.62679426
1226,-80.62200957
1227,-77.67145136
1228,56.75566343
1229,-88.71610845
1230,-63.79585327
1231,-200.0
1232,64.03721683
1233,-200.0
1234,-48.0861244
1235,61.81229773
1236,94.37702265
1237,-48.0861244
1238,-200.0
1239,-200.0
1240,-48.0861244
1241,-16.62679426
1242,-200.0
1243,-200.0
1244,-200.0
1245,-200.0
1246,9.607605178
1247,-200.0
1248,-48.0861244
1249,-200.0
1250,0.647249191
1251,83.17152104
1252,-48.0861244
1253,-16.62679426
1254,2.973300971
1255,-73.16586922
1256,-16.62679426
1257,20.67152104
1258,5.076860841
1259,4.368932039
1260,-200.0
1261,4.368932039
1262,-200.0
1263,93.08252427
1264,30.5420712
1265,-200.0
1266,0.0
1267,0.0
1268,51.41585761
1269,0.0
1270,0.0
1271,0.0
1272,62.29773463
1273,67.15210356
1274,-16.62679426
1275,4.368932039
1276,0.0
1277,-200.0
1278,-200.0
1279,26.51699029
1280,37.68203883
1281,76.33495146
1282,-16.62679426
1283,18.30501618
1284,18.30501618
1285,-16.62679426
1286,26.51699029
1287,-200.0
1288,-16.62679426
1289,4.368932039
1290,0.0
1291,-71.09250399
1292,-200.0
1293,-200.0
1294,-200.0
1295,-200.0
1296,-200.0
1297,36.20550162
1298,-84.80861244
1299,-16.62679426
1300,-86.12440191
1301,-200.0
1302,-200.0
1303,-200.0
1304,83.697411
1305,-200.0
1306,2.973300971
1307,0.0
1308,58.94012945
1309,26.21359223
1310,-200.0
1311,-200.0
1312,-200.0
1313,-200.0
1314,9.607605178
1315,-48.0861244
1316,-200.0
1317,-48.0861244
1318,3.55987055
1319,-200.0
1320,-200.0
1321,-200.0
1322,82.05906149
1323,-200.0
1324,26.61812298
1325,-200.0
1326,80.78478964
1327,0.0
1328,-16.62679426
1329,-200.0
1330,-200.0
1331,-65.23125997
1332,-98.16586922
1333,-200.0
1334,0.0
1335,-16.62679426
1336,-86.36363636
1337,91.88915858
1338,-98.48484848
1339,28.84304207
1340,-200.0
1341,-200.0
1342,-200.0
1343,4.368932039
1344,-200.0
1345,-16.62679426
1346,-16.62679426
1347,2.973300971
1348,13.79449838
1349,35.39644013
1350,-16.62679426
1351,18.30501618
1352,-200.0
1353,18.30501618
1354,-71.09250399
1355,9.607605178
1356,18.30501618
1357,64.36084142
1358,-88.23763955
1359,-98.72408293
1360,0.0
1361,-90.11164274
1362,-200.0
1363,-200.0
1364,35.88187702
1365,-200.0
1366,-97.68740032
1367,-200.0
1368,-200.0
1369,-200.0
1370,-200.0
1371,53.88349515
1372,-200.0
1373,-200.0
1374,-200.0
1375,-200.0
1376,28.84304207
1377,-48.0861244
1378,-95.45454545
1379,-200.0
1380,-200.0
1381,-200.0
1382,-200.0
1383,-88.71610845
1384,-200.0
1385,95.26699029
1386,-200.0
1387,21.92556634
1388,-67.10526316
1389,-200.0
1390,-200.0
1391,-16.62679426
1392,-16.62679426
1393,-200.0
1394,-200.0
1395,-200.0
1396,-16.62679426
1397,39.80582524
1398,-200.0
1399,-200.0
1400,28.84304207
1401,9.607605178
1402,0.0
1403,-200.0
1404,39.17880259
1405,2.973300971
1406,15.77669903
1407,0.0
1408,0.0
1409,0.0
1410,2.265372168
1411,9.607605178
1412,9.607605178
1413,-200.0
1414,-200.0
1415,-200.0
1416,-200.0
1417,-200.0
1418,-48.0861244
1419,73.30097087
1420,-48.0861244
1421,-200.0
1422,-200.0
1423,4.368932039
1424,21.74352751
1425,-200.0
1426,0.0
1427,26.94174757
1428,35.15372168
1429,-74.16267943
1430,-81.2599681
1431,-200.0
1432,-48.0861244
1433,-16.62679426
1434,-200.0
1435,-48.0861244
1436,-200.0
1437,-16.62679426
1438,-16.62679426
1439,-16.62679426
1440,-200.0
1441,-200.0
1442,-90.55023923
1443,-80.62200957
1444,-200.0
1445,-200.0
1446,-16.62679426
1447,-200.0
1448,-96.81020734
1449,-16.62679426
1450,-65.23125997
1451,-200.0
1452,-76.79425837
1453,-16.62679426
1454,-16.62679426
1455,-82.41626794
1456,-200.0
1457,-200.0
1458,-200.0
1459,-200.0
1460,-200.0
1461,-200.0
1462,20.99514563
1463,-200.0
1464,-92.90271132
1465,-200.0
1466,-16.62679426
1467,-48.0861244
1468,20.83333333
1469,-48.0861244
1470,0.0
1471,-67.10526316
1472,0.0
1473,-98.32535885
1474,0.0
1475,0.0
1476,-88.71610845
1477,9.607605178
1478,-16.62679426
1479,30.96682848
1480,-81.2599681
1481,74.39320388
1482,75.24271845
1483,-200.0
1484,-68.97926635
1485,-200.0
1486,91.22168285
1487,-48.0861244
1488,-48.0861244
1489,-200.0
1490,-200.0
1491,28.84304207
1492,-200.0
1493,-200.0
1494,-200.0
1495,-200.0
1496,-200.0
1497,-16.62679426
1498,42.39482201
1499,-200.0
1500,99.35275081
1501,-200.0
1502,-200.0
1503,-200.0
1504,25.95064725
1505,0.0
1506,-48.0861244
1507,-200.0
1508,-200.0
1509,-200.0
1510,-200.0
1511,0.0
1512,-200.0
1513,2.973300971
1514,-200.0
1515,15.14967638
1516,-200.0
1517,15.14967638
1518,-200.0
1519,-200.0
1520,-200.0
1521,-200.0
1522,-200.0
1523,9.607605178
1524,-200.0
1525,-200.0
1526,0.0
1527,-200.0
1528,-200.0
1529,-16.62679426
1530,-200.0
1531,-200.0
1532,36.32686084
1533,0.0
1534,-200.0
1535,-200.0
1536,0.0
1537,36.06391586
1538,97.81553398
1539,39.947411
1540,-83.1738437
1541,5.076860841
1542,0.0
1543,35.7605178
1544,31.39158576
1545,-200.0
1546,-200.0
1547,-200.0
1548,-97.52791069
1549,15.61488673
1550,0.0
1551,9.607605178
1552,75.97087379
1553,-48.0861244
1554,18.30501618
1555,0.0
1556,28.84304207
1557,0.0
1558,14.78559871
1559,39.34061489
1560,28.84304207
1561,54.5105178
1562,1.011326861
1563,0.0
1564,41.26213592
1565,-65.23125997
1566,51.53721683
1567,-200.0
1568,-200.0
1569,-200.0
1570,48.78640777
1571,-200.0
1572,-200.0
1573,-200.0
1574,-200.0
1575,-200.0
1576,-200.0
1577,-200.0
1578,-200.0
1579,0.0
1580,-200.0
1581,-200.0
1582,50.08090615
1583,9.607605178
1584,82.05906149
1585,-200.0
1586,-200.0
1587,-200.0
1588,-200.0
1589,-200.0
1590,40.19012945
1591,-200.0
1592,0.0
1593,-200.0
1594,35.51779935
1595,-200.0
1596,-200.0
1597,-200.0
1598,-200.0
1599,-200.0
1600,-200.0
1601,-200.0
1602,-200.0
1603,66.44417476
1604,90.02831715
1605,9.607605178
1606,0.849514563
1607,-71.09250399
1608,18.30501618
1609,59.8907767
1610,-200.0
1611,91.88915858
1612,-71.09250399
1613,-98.96331738
1614,-95.77352472
1615,-67.10526316
1616,-200.0
1617,-67.10526316
1618,-200.0
1619,-96.1722488
1620,-91.62679426
1621,-200.0
1622,-16.62679426
1623,34.62783172
1624,-200.0
1625,-200.0
1626,-200.0
1627,-200.0
1628,-16.62679426
1629,0.0
1630,-48.0861244
1631,-16.62679426
1632,-48.0861244
1633,-200.0
1634,-48.0861244
1635,0.0
1636,15.14967638
1637,-200.0
1638,9.607605178
1639,-16.62679426
1640,14.78559871
1641,-200.0
1642,2.973300971
1643,-200.0
1644,-48.0861244
1645,-200.0
1646,-200.0
1647,-200.0
1648,-200.0
1649,41.26213592
1650,-200.0
1651,13.79449838
1652,-48.0861244
1653,0.0
1654,-200.0
1655,-48.0861244
1656,-16.62679426
1657,1.739482201
1658,2.973300971
1659,-89.23444976
1660,-200.0
1661,-200.0
1662,92.94093851
1663,-200.0
1664,-200.0
1665,-200.0
1666,-48.0861244
1667,9.607605178
1668,21.84466019
1669,-16.62679426
1670,50.08090615
1671,-200.0
1672,-200.0
1673,9.607605178
1674,9.607605178
1675,-200.0
