,EQO,Vanish_percent
457,1,-200
458,0,-16.62679426
459,1,-48.0861244
460,0,-200
461,0,-200
462,0,-200
463,0,-200
464,1,-16.62679426
465,0,-85.40669856
466,0,2.265372168
467,1,-200
468,0,-200
469,1,-84.80861244
470,1,0
471,0,-74.16267943
472,1,-48.0861244
473,0,-95.37480064
474,0,-16.62679426
475,1,51.61812298
476,1,-48.0861244
477,0,-94.25837321
478,1,-48.0861244
479,0,-48.0861244
480,0,-200
481,1,-16.62679426
482,0,61.20550162
483,0,9.607605178
484,0,23.68527508
485,1,-48.0861244
486,1,-16.62679426
487,1,1.395631068
488,0,82.68608414
489,0,-80.62200957
490,0,-63.9553429
491,1,-66.18819777
492,0,-200
493,0,-200
494,0,30.66343042
495,1,-200
496,1,-200
497,0,-200
498,0,-16.62679426
499,0,-16.62679426
500,0,-85.16746411
501,0,-73.16586922
502,1,0
503,1,15.14967638
504,0,-200
505,0,78.37783172
506,0,-89.55342903
507,1,-92.62360447
508,0,14.78559871
509,1,-98.24561404
510,0,9.607605178
511,0,-96.57097289
512,1,-200
513,0,14.17880259
514,1,-48.0861244
515,0,-200
516,0,0
517,1,-16.62679426
518,0,-200
519,1,-48.0861244
520,1,9.607605178
521,1,-77.67145136
522,0,-200
523,1,-48.0861244
524,0,-200
525,1,94.4579288
526,1,-200
527,0,51.29449838
528,1,-64.03508772
529,0,31.71521036
530,0,95.99514563
531,0,-200
532,1,-200
533,1,-200
534,0,-200
535,0,-68.97926635
536,0,-200
537,1,-67.10526316
538,0,20.38834951
539,1,30.60275081
540,0,68.77022654
541,1,3.640776699
542,1,-200
543,1,-16.62679426
544,0,-79.18660287
545,1,-200
546,0,81.83656958
547,1,42.92071197
548,1,-64.27432217
549,1,-200
550,1,50.88996764
551,0,-200
552,1,56.47249191
553,0,-90.98883573
554,1,-200
555,0,-48.0861244
556,0,86.77184466
557,0,-200
558,0,-79.42583732
559,0,-16.62679426
560,1,-86.72248804
561,1,-200
562,1,-95.85326954
563,0,15.77669903
564,0,60.31553398
565,0,23.68527508
566,0,-48.0861244
567,1,0
568,0,46.25809061
569,0,21.29854369
570,1,89.0776699
571,0,85.5987055
572,0,91.10032362
573,1,30.7038835
574,0,-48.0861244
575,0,-16.62679426
576,1,20.46925566
577,0,-200
578,0,-16.62679426
579,0,83.98058252
580,0,9.607605178
581,1,-200
582,0,2.265372168
583,1,-200
584,0,-200
585,0,35.51779935
586,0,-16.62679426
587,1,56.14886731
588,0,3.398058252
589,0,-67.10526316
590,0,14.66423948
591,0,-79.98405104
592,0,-48.0861244
593,0,42.63754045
594,1,-16.62679426
595,0,84.87055016
596,0,-92.98245614
597,0,48.0987055
598,1,-87.87878788
599,1,9.607605178
600,0,-200
601,1,9.607605178
602,0,9.607605178
603,0,-16.62679426
604,1,9.607605178
605,0,26.21359223
606,1,-200
607,1,0
608,1,25.95064725
609,1,-48.0861244
610,1,-200
611,0,-16.62679426
612,1,4.368932039
613,1,0
614,0,-98.00637959
615,0,2.973300971
616,1,-16.62679426
617,0,-91.86602871
618,0,-95.215311
619,1,-97.1291866
620,0,20.30744337
621,0,-200
622,0,45.83333333
623,1,-98.40510367
624,0,-200
625,1,4.368932039
626,0,-84.52950558
627,1,-200
628,1,5.076860841
629,1,15.14967638
630,0,5.663430421
631,1,-200
632,1,-200
633,1,-200
634,0,0.242718447
635,0,-73.16586922
636,1,9.607605178
637,1,-96.6507177
638,1,-200
639,0,9.607605178
640,0,-75.15948963
641,0,-16.62679426
642,0,5.562297735
643,1,-16.62679426
644,1,-48.0861244
645,1,-97.28867624
646,0,-200
647,0,9.607605178
648,0,-83.73205742
649,1,9.607605178
650,0,-63.63636364
651,1,9.607605178
652,0,23.68527508
653,1,-200
654,0,0
655,1,-200
656,0,-97.44816587
657,0,-16.62679426
658,0,4.368932039
659,1,-200
660,0,-16.62679426
661,0,-200
662,1,0
663,0,9.607605178
664,1,9.607605178
665,0,-200
666,0,-200
667,1,-200
668,0,-95.6539075
669,0,-200
670,0,-16.62679426
671,0,-95.29505582
672,0,-63.39712919
673,1,-200
674,1,-200
675,0,-200
676,0,-16.62679426
677,0,-16.62679426
678,0,-76.03668262
679,0,-78.62838915
680,1,-200
681,0,-74.16267943
682,0,-71.09250399
683,0,-200
684,0,-73.16586922
685,0,-16.62679426
686,0,-200
687,0,-16.62679426
688,1,-16.62679426
689,0,-87.32057416
690,1,13.91585761
691,0,-48.0861244
692,0,-200
693,0,-88.91547049
694,1,60.19417476
695,1,-200
696,0,-200
697,1,-200
698,0,-200
699,1,67.67799353
700,0,-65.23125997
701,0,-200
702,0,4.368932039
703,0,0.242718447
704,1,-200
705,0,-71.09250399
706,1,-16.62679426
707,0,48.4223301
708,1,-200
709,0,84.06148867
710,1,-200
711,0,9.607605178
712,0,-48.0861244
713,1,80.98705502
714,0,95.30744337
715,0,92.31391586
716,0,-79.98405104
717,1,-200
718,1,1.941747573
719,1,-200
720,0,-48.0861244
721,1,-16.62679426
722,0,54.04530744
723,1,39.76537217
724,0,-67.10526316
725,0,-16.62679426
726,1,-63.07814992
727,0,-16.62679426
728,1,93.12297735
729,1,-48.0861244
730,0,-48.0861244
731,0,-87.40031898
732,0,-200
733,0,-200
734,0,-65.23125997
735,1,-16.62679426
736,1,2.973300971
737,0,-16.62679426
738,1,-84.05103668
739,0,-48.0861244
740,1,-16.62679426
741,0,-67.10526316
742,0,-73.16586922
743,1,-16.62679426
744,1,-88.99521531
745,0,-16.62679426
746,1,-16.62679426
747,0,9.607605178
748,1,-200
749,1,-48.0861244
750,0,5.076860841
751,1,0.242718447
752,1,-200
753,1,-48.0861244
754,0,-97.76714514
755,0,-76.31578947
756,0,43.0420712
757,0,31.51294498
758,0,-82.41626794
759,0,-16.62679426
760,0,-16.62679426
761,0,-76.79425837
762,1,-200
763,0,-200
764,1,-71.09250399
765,1,-200
766,0,-200
767,0,63.63268608
768,0,13.55177994
769,0,-200
770,1,-74.16267943
771,1,-200
772,0,60.84142395
773,0,-16.62679426
774,0,-65.23125997
775,0,-16.62679426
776,1,-200
777,1,-200
778,0,27.14401294
779,1,2.973300971
780,0,-79.98405104
781,1,36.06391586
782,1,97.08737864
783,1,13.67313916
784,0,92.15210356
785,0,45.99514563
786,1,94.9433657
787,0,-76.03668262
788,1,-200
789,0,82.52427184
790,0,-48.0861244
791,0,-200
792,1,-200
793,1,-200
794,1,-63.39712919
795,1,-200
796,0,-200
797,0,-200
798,1,-16.62679426
799,0,-200
800,1,55.42071197
801,1,4.368932039
802,1,-200
803,1,-200
804,0,-200
805,1,-200
806,0,-200
807,0,96.46035599
808,1,-200
809,0,-16.62679426
810,1,-200
811,0,-48.0861244
812,1,-48.0861244
813,1,-200
814,0,92.23300971
815,1,-16.62679426
816,1,-65.23125997
817,1,-65.23125997
818,0,30.48139159
819,1,-98.64433812
820,1,-89.07496013
821,1,2.548543689
822,1,-82.85486443
823,1,-16.62679426
824,0,-16.62679426
825,0,-200
826,1,80.90614887
827,0,58.87944984
828,0,0
829,0,61.85275081
830,1,-16.62679426
831,1,-16.62679426
832,0,0
833,0,-16.62679426
834,1,5.339805825
835,0,88.95631068
836,0,25.7079288
837,1,-71.09250399
838,0,-16.62679426
839,1,62.29773463
840,1,14.17880259
841,0,0.242718447
842,0,-16.62679426
843,1,-200
844,0,21.64239482
845,0,-73.16586922
846,0,-200
847,0,-16.62679426
848,1,-200
849,0,0
850,0,-86.60287081
851,1,0
852,0,41.26213592
853,0,58.29288026
854,0,-16.62679426
855,0,-200
856,0,-86.12440191
857,1,-200
858,0,-48.0861244
859,0,51.9012945
860,0,56.55339806
861,1,-200
862,1,3.640776699
863,0,40.04854369
864,1,-200
865,0,-48.0861244
866,0,-48.0861244
867,1,-16.62679426
868,0,-200
869,1,89.27993528
870,0,1.739482201
871,1,69.66019417
872,1,88.79449838
873,1,15.65533981
874,0,-16.62679426
875,0,23.68527508
876,0,-200
877,0,0.566343042
878,1,-200
879,0,-48.0861244
880,0,-85.72567783
881,0,-16.62679426
882,0,-16.62679426
883,1,-16.62679426
884,1,-76.79425837
885,1,88.28883495
886,0,9.607605178
887,0,16.20145631
888,0,-200
889,0,0
890,0,-200
891,0,91.74757282
892,0,-48.0861244
893,1,-65.23125997
894,0,-16.62679426
895,0,-91.94577352
896,1,-16.62679426
897,1,61.93365696
898,0,-200
899,1,-48.0861244
900,0,0
901,1,-200
902,0,-200
903,1,56.59385113
904,0,4.368932039
905,1,-200
906,0,-93.85964912
907,0,25.95064725
908,1,-68.97926635
909,1,1.739482201
910,1,-16.62679426
911,0,-200
912,1,-96.29186603
913,1,-48.0861244
914,0,26.51699029
915,0,16.01941748
916,0,51.09223301
917,1,51.7394822
918,0,31.99838188
919,0,-200
920,0,43.16343042
921,0,-200
922,0,0
923,1,-200
924,1,53.92394822
925,1,96.15695793
926,1,54.12621359
927,0,-83.41307815
928,1,71.6828479
929,0,-200
930,1,-16.62679426
931,1,-200
932,1,83.65695793
933,0,0.485436893
934,1,-89.31419458
935,0,-92.62360447
936,1,-200
937,0,-16.62679426
938,0,98.05825243
939,0,-80.62200957
940,1,27.18446602
941,0,0.687702265
942,0,28.84304207
943,1,9.607605178
944,0,61.20550162
945,0,1.152912621
946,0,-16.62679426
947,1,0
948,0,-85.84529506
949,0,-16.62679426
950,1,98.82686084
951,1,0
952,0,98.62459547
953,0,89.84627832
954,1,0
955,0,9.607605178
956,0,0
957,1,75.58656958
958,0,73.4223301
959,1,9.607605178
960,0,0
961,0,-200
962,1,-83.73205742
963,0,-76.79425837
964,1,-200
965,1,-200
966,1,-200
967,0,-200
968,1,68.85113269
969,1,-48.0861244
970,0,-68.97926635
971,1,-81.2599681
972,1,0
973,1,-63.79585327
974,0,73.50323625
975,1,-16.62679426
976,0,-200
977,0,-16.62679426
978,1,69.6197411
979,1,-200
980,0,42.59708738
981,1,4.368932039
982,0,14.4012945
983,0,54.36893204
984,1,-67.10526316
985,1,0.242718447
986,1,-78.62838915
987,1,-94.05901116
988,1,-78.62838915
989,1,-200
990,1,-200
991,1,15.14967638
992,0,60.67961165
993,1,-48.0861244
994,1,13.95631068
995,1,-16.62679426
996,0,-200
997,0,-78.62838915
998,0,0
999,1,0
1000,1,0
1001,1,-200
1002,0,-75.15948963
1003,0,50.08090615
1004,0,9.607605178
1005,0,9.607605178
1006,0,28.84304207
1007,0,69.19498382
1008,0,37.68203883
1009,0,18.30501618
1010,1,0
1011,0,70.77265372
1012,1,63.08656958
1013,0,18.30501618
1014,1,41.26213592
1015,1,86.40776699
1016,1,-16.62679426
1017,1,89.36084142
1018,0,-48.0861244
1019,1,-48.0861244
1020,1,92.67799353
1021,0,-91.50717703
1022,0,0
1023,0,-96.88995215
1024,1,0.242718447
1025,0,-95.13556619
1026,1,87.25728155
1027,1,-200
1028,0,-16.62679426
1029,1,-65.23125997
1030,1,-92.34449761
1031,0,31.83656958
1032,1,35.63915858
1033,0,-200
1034,0,-65.23125997
1035,0,15.9789644
1036,0,31.91747573
1037,1,42.5566343
1038,1,-200
1039,0,-200
1040,1,81.7961165
1041,1,14.52265372
1042,1,32.20064725
1043,0,-90.66985646
1044,0,34.83009709
1045,1,4.368932039
1046,1,21.74352751
1047,1,-200
1048,1,-82.41626794
1049,0,-200
1050,0,-82.41626794
1051,0,9.607605178
1052,1,1.739482201
1053,0,-16.62679426
1054,0,15.51375405
1055,0,9.607605178
1056,1,18.30501618
1057,1,0
1058,1,15.77669903
1059,0,-64.15470494
1060,1,67.61731392
1061,1,-16.62679426
1062,0,-91.78628389
1063,1,-82.85486443
1064,1,30.96682848
1065,1,9.607605178
1066,0,0
1067,1,5.339805825
1068,0,-200
1069,1,-68.97926635
1070,0,-99.12280702
1071,0,-95.93301435
1072,0,-92.50398724
1073,1,-200
1074,0,-48.0861244
1075,1,87.98543689
1076,0,-200
1077,0,-68.97926635
1078,1,-200
1079,0,-200
1080,1,18.30501618
1081,0,-200
1082,0,-99.84051037
1083,1,45.87378641
1084,0,20.79288026
1085,0,-93.30143541
1086,0,-96.96969697
1087,1,35.03236246
1088,0,-200
1089,0,-92.42424242
1090,0,-97.92663477
1091,0,-98.5645933
1092,0,-95.05582137
1093,0,-92.02551834
1094,1,-98.88357257
1095,0,0
1096,1,-200
1097,1,-48.0861244
1098,0,-75.75757576
1099,0,-200
1100,0,51.33495146
1101,0,-200
1102,0,18.30501618
1103,0,-100
1104,1,-48.0861244
1105,1,-200
1106,0,-16.62679426
1107,0,0
1108,1,-97.36842105
1109,1,-48.0861244
1110,0,15.77669903
1111,1,21.44012945
1112,1,30.96682848
1113,0,-48.0861244
1114,0,0
1115,1,-16.62679426
1116,0,0
1117,1,39.03721683
1118,0,61.89320388
1119,1,16.302589
1120,0,35.96278317
1121,0,4.368932039
1122,0,9.607605178
1123,1,0
1124,1,37.68203883
1125,0,16.05987055
1126,1,-16.62679426
1127,0,9.607605178
1128,0,9.607605178
1129,0,18.30501618
1130,1,-200
1131,0,-200
1132,0,30.42071197
1133,1,-200
1134,0,-75.59808612
1135,0,-72.72727273
1136,0,0
1137,1,0
1138,1,-99.44178628
1139,0,-99.5215311
1140,1,-48.0861244
1141,0,-79.58532695
1142,0,-16.62679426
1143,0,0
1144,0,0
1145,0,-200
1146,0,-82.41626794
1147,1,0.970873786
1148,1,-89.87240829
1149,0,-48.0861244
1150,1,-16.62679426
1151,1,-16.62679426
1152,0,18.30501618
1153,0,-16.62679426
1154,0,-86.72248804
1155,1,71.15695793
1156,1,48.54368932
1157,1,-48.0861244
1158,0,62.45954693
1159,1,-200
1160,1,-86.523126
1161,0,-86.84210526
1162,1,25.60679612
1163,1,48.38187702
1164,0,-48.0861244
1165,0,-200
1166,0,-16.62679426
1167,0,-68.97926635
1168,0,-48.0861244
1169,1,18.30501618
1170,1,-16.62679426
1171,0,-200
1172,1,94.49838188
1173,1,-81.65869219
1174,1,-16.62679426
1175,0,25.5461165
1176,0,-90.27113238
1177,1,76.21359223
1178,0,37.68203883
1179,0,81.63430421
1180,1,-200
1181,0,-48.0861244
1182,0,-200
1183,1,-75.67783094
1184,1,0
1185,1,81.51294498
1186,0,-200
1187,0,31.55339806
1188,0,-71.09250399
1189,0,-83.73205742
1190,1,-200
1191,1,48.66504854
1192,0,0
1193,0,-90.74960128
1194,0,76.98220065
1195,1,56.35113269
1196,0,0
1197,0,0
1198,0,-67.10526316
1199,1,26.21359223
1200,1,95.34789644
1201,1,41.26213592
1202,1,-16.62679426
1203,1,44.66019417
1204,1,55.42071197
1205,1,96.46035599
1206,0,33.39401294
1207,0,88.57200647
1208,0,9.607605178
1209,0,-81.2599681
1210,0,-93.77990431
1211,1,65.85760518
1212,1,-200
1213,0,0
1214,0,-16.62679426
1215,1,-88.23763955
1216,0,-200
1217,0,-16.62679426
1218,1,56.87702265
1219,0,-91.14832536
1220,0,-80.62200957
1221,0,-48.0861244
1222,0,-71.09250399
1223,0,-16.62679426
1224,0,-48.0861244
1225,1,-16.62679426
1226,0,-80.62200957
1227,0,-77.67145136
1228,0,56.75566343
1229,1,-88.71610845
1230,1,-63.79585327
1231,1,-200
1232,1,64.03721683
1233,0,-200
1234,0,-48.0861244
1235,0,61.81229773
1236,1,94.37702265
1237,1,-48.0861244
1238,0,-200
1239,1,-200
1240,1,-48.0861244
1241,0,-16.62679426
1242,0,-200
1243,1,-200
1244,0,-200
1245,1,-200
1246,1,9.607605178
1247,0,-200
1248,1,-48.0861244
1249,1,-200
1250,1,0.647249191
1251,0,83.17152104
1252,1,-48.0861244
1253,0,-16.62679426
1254,1,2.973300971
1255,0,-73.16586922
1256,0,-16.62679426
1257,0,20.67152104
1258,0,5.076860841
1259,1,4.368932039
1260,0,-200
1261,0,4.368932039
1262,1,-200
1263,1,93.08252427
1264,1,30.5420712
1265,1,-200
1266,0,0
1267,0,0
1268,0,51.41585761
1269,0,0
1270,0,0
1271,0,0
1272,1,62.29773463
1273,0,67.15210356
1274,1,-16.62679426
1275,1,4.368932039
1276,0,0
1277,0,-200
1278,0,-200
1279,1,26.51699029
1280,1,37.68203883
1281,0,76.33495146
1282,0,-16.62679426
1283,0,18.30501618
1284,0,18.30501618
1285,0,-16.62679426
1286,0,26.51699029
1287,0,-200
1288,0,-16.62679426
1289,0,4.368932039
1290,0,0
1291,0,-71.09250399
1292,0,-200
1293,1,-200
1294,1,-200
1295,1,-200
1296,0,-200
1297,0,36.20550162
1298,0,-84.80861244
1299,0,-16.62679426
1300,1,-86.12440191
1301,0,-200
1302,1,-200
1303,0,-200
1304,0,83.697411
1305,1,-200
1306,1,2.973300971
1307,0,0
1308,1,58.94012945
1309,0,26.21359223
1310,1,-200
1311,0,-200
1312,0,-200
1313,0,-200
1314,1,9.607605178
1315,0,-48.0861244
1316,0,-200
1317,0,-48.0861244
1318,1,3.55987055
1319,0,-200
1320,0,-200
1321,0,-200
1322,0,82.05906149
1323,1,-200
1324,0,26.61812298
1325,1,-200
1326,1,80.78478964
1327,0,0
1328,1,-16.62679426
1329,1,-200
1330,1,-200
1331,1,-65.23125997
1332,1,-98.16586922
1333,1,-200
1334,1,0
1335,0,-16.62679426
1336,1,-86.36363636
1337,1,91.88915858
1338,1,-98.48484848
1339,1,28.84304207
1340,0,-200
1341,0,-200
1342,1,-200
1343,0,4.368932039
1344,1,-200
1345,1,-16.62679426
1346,0,-16.62679426
1347,1,2.973300971
1348,1,13.79449838
1349,1,35.39644013
1350,1,-16.62679426
1351,1,18.30501618
1352,1,-200
1353,1,18.30501618
1354,1,-71.09250399
1355,1,9.607605178
1356,1,18.30501618
1357,0,64.36084142
1358,0,-88.23763955
1359,1,-98.72408293
1360,0,0
1361,0,-90.11164274
1362,1,-200
1363,0,-200
1364,0,35.88187702
1365,1,-200
1366,0,-97.68740032
1367,0,-200
1368,0,-200
1369,0,-200
1370,0,-200
1371,1,53.88349515
1372,1,-200
1373,0,-200
1374,0,-200
1375,1,-200
1376,0,28.84304207
1377,1,-48.0861244
1378,1,-95.45454545
1379,0,-200
1380,1,-200
1381,1,-200
1382,0,-200
1383,1,-88.71610845
1384,0,-200
1385,1,95.26699029
1386,1,-200
1387,1,21.92556634
1388,0,-67.10526316
1389,0,-200
1390,0,-200
1391,0,-16.62679426
1392,1,-16.62679426
1393,0,-200
1394,1,-200
1395,0,-200
1396,1,-16.62679426
1397,0,39.80582524
1398,1,-200
1399,0,-200
1400,0,28.84304207
1401,1,9.607605178
1402,1,0
1403,1,-200
1404,0,39.17880259
1405,1,2.973300971
1406,1,15.77669903
1407,0,0
1408,0,0
1409,1,0
1410,1,2.265372168
1411,0,9.607605178
1412,0,9.607605178
1413,0,-200
1414,1,-200
1415,0,-200
1416,1,-200
1417,0,-200
1418,0,-48.0861244
1419,0,73.30097087
1420,1,-48.0861244
1421,1,-200
1422,1,-200
1423,1,4.368932039
1424,1,21.74352751
1425,1,-200
1426,0,0
1427,1,26.94174757
1428,0,35.15372168
1429,1,-74.16267943
1430,0,-81.2599681
